Driverid (Truck Mileage),Rdate,Truckid (Truck Mileage),Gas,Miles,Mpg
A24,jul10,A24,2510,12136,4.835059761
A24,jun10,A24,2510,12541,4.996414343
A24,may10,A24,2510,11686,4.655776892
A24,apr10,A24,2510,12502,4.980876494
A24,mar10,A24,2510,13934,5.551394422
A24,feb10,A24,2510,13976,5.568127490
A24,jan10,A24,2510,13619,5.425896414
A24,dec09,A24,2510,13087,5.213944223
A24,nov09,A24,2510,13018,5.186454183
A24,oct09,A24,2510,14119,5.625099602
A24,sep09,A24,2510,10087,4.018725100
A24,aug09,A24,2510,11325,4.511952191
A24,jul09,A24,2510,15542,6.192031873
A24,jun09,A24,2510,12316,4.906772908
A24,may09,A24,2510,11452,4.562549801
A24,apr09,A24,2510,11458,4.564940239
A24,mar09,A24,2510,12795,5.097609562
A24,feb09,A24,2510,9344,3.722709163
A24,jan09,A24,2510,14749,5.876095618
A25,jun13,A25,2654,11408,4.298417483
A25,may13,A25,1828,10088,5.518599562
A25,apr13,A25,2404,12232,5.088186356
A25,mar13,A25,1772,8988,5.072234763
A25,feb13,A25,1695,8410,4.961651917
A25,jan13,A25,2306,12382,5.369470945
A25,dec12,A25,2792,13148,4.709169054
A25,nov12,A25,3359,14993,4.463530813
A25,oct12,A25,2713,15480,5.705860671
A25,sep12,A25,2017,10926,5.416955875
A25,aug12,A25,2600,11859,4.561153846
A25,jul12,A25,1987,10468,5.268243583
A25,jun12,A25,2048,10422,5.088867188
A25,may12,A25,3080,13695,4.446428571
A25,apr12,A25,2486,12287,4.942477876
A25,mar12,A25,1579,8259,5.230525649
A25,feb12,A25,2719,14507,5.335417433
A25,jan12,A25,2029,9928,4.893050764
A25,dec11,A25,2245,11229,5.001781737
A25,nov11,A25,2284,12934,5.662872154
A25,oct11,A25,1565,8322,5.317571885
A25,sep11,A25,2894,13050,4.509329648
A25,aug11,A25,2554,13733,5.377055599
A25,jul11,A25,3100,14066,4.537419355
A25,jun11,A25,2664,11914,4.472222222
A25,may11,A25,2664,10497,3.940315315
A25,apr11,A25,2664,14731,5.529654655
A25,mar11,A25,2664,14508,5.445945946
A25,feb11,A25,2664,11259,4.226351351
A25,jan11,A25,2664,12153,4.561936937
A25,dec10,A25,2664,9668,3.629129129
A25,nov10,A25,2664,15122,5.676426426
A25,oct10,A25,2664,11326,4.251501502
A25,sep10,A25,2664,12372,4.644144144
A25,aug10,A25,2664,15445,5.797672673
A25,jul10,A25,2664,12979,4.871996997
A25,jun10,A25,2664,11349,4.260135135
A25,may10,A25,2664,14073,5.282657658
A25,apr10,A25,2664,11484,4.310810811
A25,mar10,A25,2664,13956,5.238738739
A25,feb10,A25,2664,13725,5.152027027
A25,jan10,A25,2664,10317,3.872747748
A25,dec09,A25,2664,9355,3.511636637
A25,nov09,A25,2664,11763,4.415540541
A25,oct09,A25,2664,10656,4
A25,sep09,A25,2664,9823,3.687312312
A25,aug09,A25,2664,10157,3.812687688
A25,jul09,A25,2664,10699,4.016141141
A25,jun09,A25,2664,10885,4.085960961
A25,may09,A25,2664,13509,5.070945946
A25,apr09,A25,2664,15264,5.729729730
A25,mar09,A25,2664,9940,3.731231231
A25,feb09,A25,2664,10851,4.073198198
A25,jan09,A25,2664,12761,4.790165165
A26,jun13,A26,2348,11612,4.945485520
A26,may13,A26,1688,8304,4.919431280
A26,apr13,A26,1807,8560,4.737133370
A26,mar13,A26,1868,8524,4.563169165
A26,feb13,A26,3098,13656,4.408005165
A26,jan13,A26,2390,10862,4.544769874
A26,dec12,A26,1767,9429,5.336162988
A26,nov12,A26,2213,11531,5.210573882
A26,oct12,A26,2977,13058,4.386294928
A26,sep12,A26,2076,9761,4.701830443
A26,aug12,A26,2415,12833,5.313871636
A26,jul12,A26,2654,14405,5.427656368
A26,jun12,A26,2078,10969,5.278633301
A26,may12,A26,2102,10271,4.886298763
A26,apr12,A26,2348,13062,5.563032368
A26,mar12,A26,2905,14710,5.063683305
A26,feb12,A26,2526,14121,5.590261283
A26,jan12,A26,2385,13231,5.547589099
A26,dec11,A26,2484,12958,5.216586151
A26,nov11,A26,2733,14299,5.231979510
A26,oct11,A26,2329,12888,5.533705453
A26,sep11,A26,2207,11475,5.199365655
A26,aug11,A26,2601,14234,5.472510573
A26,jul11,A26,2102,9902,4.710751665
A26,jun11,A26,2244,12268,5.467023173
A26,may11,A26,2244,13669,6.091354724
A26,apr11,A26,2244,12933,5.763368984
A26,mar11,A26,2244,12053,5.371212121
A26,feb11,A26,2244,10130,4.514260250
A26,jan11,A26,2244,8798,3.920677362
A26,dec10,A26,2244,10713,4.774064171
A26,nov10,A26,2244,10983,4.894385027
A26,oct10,A26,2244,9310,4.148841355
A26,sep10,A26,2244,9745,4.342691622
A26,aug10,A26,2244,9744,4.342245989
A26,jul10,A26,2244,11090,4.942067736
A26,jun10,A26,2244,10451,4.657308378
A26,may10,A26,2244,8720,3.885918004
A26,apr10,A26,2244,12736,5.675579323
A26,mar10,A26,2244,11177,4.980837790
A26,feb10,A26,2244,13706,6.107843137
A26,jan10,A26,2244,11089,4.941622103
A26,dec09,A26,2244,12110,5.396613191
A26,nov09,A26,2244,11188,4.985739750
A26,oct09,A26,2244,9720,4.331550802
A26,sep09,A26,2244,13839,6.167112299
A26,aug09,A26,2244,10824,4.823529412
A26,jul09,A26,2244,10829,4.825757576
A26,jun09,A26,2244,11020,4.910873440
A26,may09,A26,2244,12036,5.363636364
A26,apr09,A26,2244,11529,5.137700535
A26,mar09,A26,2244,13836,6.165775401
A26,feb09,A26,2244,10739,4.785650624
A26,jan09,A26,2244,10150,4.523172906
A27,jun13,A27,2464,11147,4.523944805
A27,may13,A27,1740,9248,5.314942529
A27,apr13,A27,2962,13809,4.662052667
A27,mar13,A27,2887,14840,5.140284032
A27,feb13,A27,2255,10212,4.528603104
A27,jan13,A27,2429,11708,4.820090572
A27,dec12,A27,2703,13036,4.822789493
A27,nov12,A27,2716,13872,5.107511046
A27,oct12,A27,2700,14056,5.205925926
A27,sep12,A27,1866,9665,5.179528403
A27,aug12,A27,2123,12208,5.750353274
A27,jul12,A27,2257,10700,4.740806380
A27,jun12,A27,3307,14386,4.350166314
A27,may12,A27,2951,14880,5.042358523
A27,apr12,A27,3076,14847,4.826723017
A27,mar12,A27,2137,10280,4.810481984
A27,feb12,A27,2639,14655,5.553239864
A27,jan12,A27,2414,12338,5.111019056
A27,dec11,A27,2297,12931,5.629516761
A27,nov11,A27,2470,12399,5.019838057
A27,oct11,A27,2218,9963,4.491884581
A27,sep11,A27,1980,10353,5.228787879
A27,aug11,A27,2239,12303,5.494863778
A27,jul11,A27,1991,10934,5.491712707
A27,jun11,A27,2575,15203,5.904077670
A27,may11,A27,2575,12076,4.689708738
A27,apr11,A27,2575,13719,5.327766990
A27,mar11,A27,2575,13529,5.253980583
A27,feb11,A27,2575,14440,5.607766990
A27,jan11,A27,2575,13444,5.220970874
A27,dec10,A27,2575,10491,4.074174757
A27,nov10,A27,2575,15034,5.838446602
A27,oct10,A27,2575,14546,5.648932039
A27,sep10,A27,2575,15471,6.008155340
A27,aug10,A27,2575,13344,5.182135922
A27,jul10,A27,2575,13067,5.074563107
A27,jun10,A27,2575,10309,4.003495146
A27,may10,A27,2575,9898,3.843883495
A27,apr10,A27,2575,10315,4.005825243
A27,mar10,A27,2575,8758,3.401165049
A27,feb10,A27,2575,10791,4.190679612
A27,jan10,A27,2575,12544,4.871456311
A27,dec09,A27,2575,11245,4.366990291
A27,nov09,A27,2575,11251,4.369320388
A27,oct09,A27,2575,15158,5.886601942
A27,sep09,A27,2575,14738,5.723495146
A27,aug09,A27,2575,8964,3.481165049
A27,jul09,A27,2575,14232,5.526990291
A27,jun09,A27,2575,9946,3.862524272
A27,may09,A27,2575,13468,5.230291262
A27,apr09,A27,2575,10986,4.266407767
A27,mar09,A27,2575,13366,5.190679612
A27,feb09,A27,2575,11029,4.283106796
A27,jan09,A27,2575,14469,5.619029126
A28,jun13,A28,2246,10216,4.548530721
A28,may13,A28,2979,13579,4.558241020
A28,apr13,A28,2237,10204,4.561466249
A28,mar13,A28,2602,14386,5.528823982
A28,feb13,A28,2087,10278,4.924772401
A28,jan13,A28,2357,13762,5.838778108
A28,dec12,A28,2263,11717,5.177640300
A28,nov12,A28,2192,11919,5.4375
A28,oct12,A28,2913,14301,4.909371782
A28,sep12,A28,2217,10969,4.947677041
A28,aug12,A28,1843,9972,5.410743353
A28,jul12,A28,1999,10420,5.212606303
A28,jun12,A28,1627,8221,5.052858021
A28,may12,A28,2634,14114,5.358390281
A28,apr12,A28,2687,12890,4.797171567
A28,mar12,A28,2658,14284,5.373965388
A28,feb12,A28,2639,12822,4.858658583
A28,jan12,A28,3013,14394,4.777298374
A28,dec11,A28,2993,13751,4.594386903
A28,nov11,A28,2453,12405,5.057072972
A28,oct11,A28,2572,12697,4.936625194
A28,sep11,A28,2401,11771,4.902540608
A28,aug11,A28,2672,14778,5.530688623
A28,jul11,A28,2023,10178,5.031141869
A28,jun11,A28,1959,10752,5.488514548
A28,may11,A28,1959,10382,5.299642675
A28,apr11,A28,1959,10448,5.333333333
A28,mar11,A28,1959,11686,5.965288412
A28,feb11,A28,1959,14352,7.326186830
A28,jan11,A28,1959,14421,7.361408882
A28,dec10,A28,1959,14048,7.171005615
A28,nov10,A28,1959,12426,6.343032159
A28,oct10,A28,1959,9986,5.097498724
A28,sep10,A28,1959,13463,6.872383869
A28,aug10,A28,1959,15138,7.727411945
A28,jul10,A28,1959,8618,4.399183257
A28,jun10,A28,1959,10010,5.109749872
A28,may10,A28,1959,14277,7.287901991
A28,apr10,A28,1959,9600,4.900459418
A28,mar10,A28,1959,11468,5.854007147
A28,feb10,A28,1959,14091,7.192955590
A28,jan10,A28,1959,9399,4.797856049
A28,dec09,A28,1959,15509,7.916794283
A28,nov09,A28,1959,11781,6.013782542
A28,oct09,A28,1959,14281,7.289943849
A28,sep09,A28,1959,10858,5.542623788
A28,aug09,A28,1959,13878,7.084226646
A28,jul09,A28,1959,13057,6.665135273
A28,jun09,A28,1959,13175,6.725370087
A28,may09,A28,1959,10288,5.251659010
A28,apr09,A28,1959,13005,6.638591118
A28,mar09,A28,1959,11222,5.728432874
A28,feb09,A28,1959,8433,4.304747320
A28,jan09,A28,1959,11600,5.921388464
A29,jun13,A29,2606,12091,4.639677667
A29,may13,A29,2819,14148,5.018800993
A29,apr13,A29,1939,10023,5.169159360
A29,mar13,A29,1838,9234,5.023939064
A29,feb13,A29,2182,12067,5.530247479
A29,jan13,A29,1689,8618,5.102427472
A29,dec12,A29,2954,13040,4.414353419
A29,nov12,A29,1663,8522,5.124473842
A29,oct12,A29,2730,12214,4.473992674
A29,sep12,A29,2107,10921,5.183198861
A29,aug12,A29,2662,12731,4.782494365
A29,jul12,A29,1961,9764,4.979092300
A29,jun12,A29,2327,13422,5.767941556
A29,may12,A29,3290,14937,4.540121581
A29,apr12,A29,1767,9950,5.631013016
A29,mar12,A29,2421,12177,5.029739777
A29,feb12,A29,1948,9216,4.731006160
A29,jan12,A29,2624,14217,5.418064024
A29,dec11,A29,2070,9208,4.448309179
A29,nov11,A29,3047,14100,4.627502461
A29,oct11,A29,2002,10976,5.482517483
A29,sep11,A29,1549,8513,5.495803744
A29,aug11,A29,3095,13507,4.364135703
A29,jul11,A29,2548,12000,4.709576138
A29,jun11,A29,2689,14945,5.557828189
A29,may11,A29,2689,9518,3.539605801
A29,apr11,A29,2689,11142,4.143547787
A29,mar11,A29,2689,12266,4.561547044
A29,feb11,A29,2689,10728,3.989587207
A29,jan11,A29,2689,12354,4.594272964
A29,dec10,A29,2689,9716,3.613239122
A29,nov10,A29,2689,9128,3.394570472
A29,oct10,A29,2689,11967,4.450353291
A29,sep10,A29,2689,11059,4.112681294
A29,aug10,A29,2689,14959,5.563034585
A29,jul10,A29,2689,12240,4.551878022
A29,jun10,A29,2689,11979,4.454815917
A29,may10,A29,2689,9803,3.645593157
A29,apr10,A29,2689,11272,4.191892897
A29,mar10,A29,2689,11009,4.094087021
A29,feb10,A29,2689,10668,3.967274080
A29,jan10,A29,2689,8703,3.236519152
A29,dec09,A29,2689,14215,5.286351804
A29,nov09,A29,2689,11410,4.243213090
A29,oct09,A29,2689,12554,4.668650056
A29,sep09,A29,2689,11544,4.293045742
A29,aug09,A29,2689,14008,5.209371514
A29,jul09,A29,2689,14847,5.521383414
A29,jun09,A29,2689,8824,3.281517293
A29,may09,A29,2689,11764,4.374860543
A29,apr09,A29,2689,12428,4.621792488
A29,mar09,A29,2689,11916,4.431387133
A29,feb09,A29,2689,12508,4.651543325
A29,jan09,A29,2689,14186,5.275567125
A30,jun13,A30,2923,14366,4.914813548
A30,may13,A30,2579,12823,4.972082202
A30,apr13,A30,1946,9202,4.728674203
A30,mar13,A30,3235,14854,4.591653787
A30,feb13,A30,2455,11291,4.599185336
A30,jan13,A30,2908,13107,4.507221458
A30,dec12,A30,1828,10542,5.766958425
A30,nov12,A30,3007,13929,4.632191553
A30,oct12,A30,2442,12075,4.944717445
A30,sep12,A30,1764,10012,5.675736961
A30,aug12,A30,2621,12264,4.679130103
A30,jul12,A30,2600,11275,4.336538462
A30,jun12,A30,2542,12418,4.885129819
A30,may12,A30,2277,10443,4.586297760
A30,apr12,A30,2592,13715,5.291280864
A30,mar12,A30,2897,12057,4.161891612
A30,feb12,A30,2500,13973,5.5892
A30,jan12,A30,2793,12166,4.355889724
A30,dec11,A30,2095,10324,4.927923628
A30,nov11,A30,3003,13299,4.428571429
A30,oct11,A30,2831,13042,4.606852702
A30,sep11,A30,1828,9225,5.046498906
A30,aug11,A30,3188,13941,4.372961104
A30,jul11,A30,1597,8846,5.539135880
A30,jun11,A30,1637,9768,5.967012828
A30,may11,A30,1637,9052,5.529627367
A30,apr11,A30,1637,10441,6.378130727
A30,mar11,A30,1637,14375,8.781307269
A30,feb11,A30,1637,15513,9.476481368
A30,jan11,A30,1637,11456,6.998167379
A30,dec10,A30,1637,14511,8.864386072
A30,nov10,A30,1637,13572,8.290775809
A30,oct10,A30,1637,13437,8.208307880
A30,sep10,A30,1637,12245,7.480146610
A30,aug10,A30,1637,13163,8.040928528
A30,jul10,A30,1637,10072,6.152718387
A30,jun10,A30,1637,14836,9.062919976
A30,may10,A30,1637,10514,6.422724496
A30,apr10,A30,1637,9499,5.802687844
A30,mar10,A30,1637,10196,6.228466707
A30,feb10,A30,1637,9651,5.895540623
A30,jan10,A30,1637,12158,7.427000611
A30,dec09,A30,1637,14055,8.585827734
A30,nov09,A30,1637,8611,5.260232132
A30,oct09,A30,1637,13245,8.091020159
A30,sep09,A30,1637,11010,6.725717776
A30,aug09,A30,1637,11229,6.859499084
A30,jul09,A30,1637,13213,8.071472205
A30,jun09,A30,1637,10196,6.228466707
A30,may09,A30,1637,11802,7.209529627
A30,apr09,A30,1637,11803,7.210140501
A30,mar09,A30,1637,14365,8.775198534
A30,feb09,A30,1637,14220,8.686621869
A30,jan09,A30,1637,9915,6.056811240
A31,jun13,A31,1980,10690,5.398989899
A31,may13,A31,2597,13172,5.072006161
A31,apr13,A31,2258,12557,5.561116032
A31,mar13,A31,3019,15515,5.139118914
A31,feb13,A31,2076,9809,4.724951830
A31,jan13,A31,2893,14064,4.861389561
A31,dec12,A31,2707,14400,5.319541928
A31,nov12,A31,3044,14958,4.913929041
A31,oct12,A31,1978,11455,5.791203236
A31,sep12,A31,2570,11532,4.487159533
A31,aug12,A31,1976,10783,5.456983806
A31,jul12,A31,2256,11857,5.255762411
A31,jun12,A31,2323,13003,5.597503229
A31,may12,A31,2021,9460,4.680851064
A31,apr12,A31,2872,12385,4.312325905
A31,mar12,A31,3036,15407,5.074769433
A31,feb12,A31,2715,12036,4.433149171
A31,jan12,A31,2891,14518,5.021791768
A31,dec11,A31,1987,9984,5.024660292
A31,nov11,A31,3199,14513,4.536730228
A31,oct11,A31,2218,10917,4.922001803
A31,sep11,A31,1982,9167,4.625126135
A31,aug11,A31,3091,14217,4.599482368
A31,jul11,A31,3430,15660,4.565597668
A31,jun11,A31,2281,14672,6.432266550
A31,may11,A31,2281,14044,6.156948707
A31,apr11,A31,2281,10544,4.622533976
A31,mar11,A31,2281,12319,5.400701447
A31,feb11,A31,2281,12452,5.459009206
A31,jan11,A31,2281,12616,5.530907497
A31,dec10,A31,2281,9888,4.334940815
A31,nov10,A31,2281,12888,5.650153441
A31,oct10,A31,2281,8993,3.942569049
A31,sep10,A31,2281,11457,5.022797019
A31,aug10,A31,2281,10694,4.688294608
A31,jul10,A31,2281,10912,4.783866725
A31,jun10,A31,2281,13077,5.733011837
A31,may10,A31,2281,9723,4.262604121
A31,apr10,A31,2281,13611,5.967119684
A31,mar10,A31,2281,15010,6.580447172
A31,feb10,A31,2281,11894,5.214379658
A31,jan10,A31,2281,12682,5.559842174
A31,dec09,A31,2281,11059,4.848312144
A31,nov09,A31,2281,14145,6.201227532
A31,oct09,A31,2281,14879,6.523016221
A31,sep09,A31,2281,13214,5.793073214
A31,aug09,A31,2281,9616,4.215694871
A31,jul09,A31,2281,12052,5.283647523
A31,jun09,A31,2281,13217,5.794388426
A31,may09,A31,2281,9845,4.316089434
A31,apr09,A31,2281,14169,6.211749233
A31,mar09,A31,2281,13512,5.923717668
A31,feb09,A31,2281,12368,5.422183253
A31,jan09,A31,2281,11009,4.826391933
A32,jun13,A32,2098,10517,5.012869399
A32,may13,A32,2805,13754,4.903386809
A32,apr13,A32,2927,12306,4.204304749
A32,mar13,A32,1751,9233,5.272986865
A32,feb13,A32,1961,9094,4.637429883
A32,jan13,A32,2514,12671,5.040175020
A32,dec12,A32,1974,10129,5.131205674
A32,nov12,A32,1942,9615,4.951081359
A32,oct12,A32,2303,11291,4.902735562
A32,sep12,A32,2473,11776,4.761827740
A32,aug12,A32,2752,13696,4.976744186
A32,jul12,A32,2343,13498,5.760990184
A32,jun12,A32,2650,11809,4.456226415
A32,may12,A32,2218,12153,5.479260595
A32,apr12,A32,2602,12134,4.663335895
A32,mar12,A32,3114,13262,4.258831085
A32,feb12,A32,2439,11442,4.691266913
A32,jan12,A32,2684,13570,5.055886736
A32,dec11,A32,2328,11741,5.043384880
A32,nov11,A32,1805,9542,5.286426593
A32,oct11,A32,3319,13936,4.198855077
A32,sep11,A32,2927,13500,4.612230953
A32,aug11,A32,2269,10496,4.625826355
A32,jul11,A32,3239,14890,4.597097870
A32,jun11,A32,2095,10339,4.935083532
A32,may11,A32,2095,10639,5.078281623
A32,apr11,A32,2095,13622,6.502147971
A32,mar11,A32,2095,11729,5.598568019
A32,feb11,A32,2095,13829,6.600954654
A32,jan11,A32,2095,9344,4.460143198
A32,dec10,A32,2095,8854,4.226252983
A32,nov10,A32,2095,11157,5.325536993
A32,oct10,A32,2095,11469,5.474463007
A32,sep10,A32,2095,10560,5.040572792
A32,aug10,A32,2095,11973,5.715035800
A32,jul10,A32,2095,9002,4.296897375
A32,jun10,A32,2095,10436,4.981384248
A32,may10,A32,2095,10814,5.161813842
A32,apr10,A32,2095,13106,6.255847255
A32,mar10,A32,2095,8774,4.188066826
A32,feb10,A32,2095,8956,4.274940334
A32,jan10,A32,2095,14062,6.712171838
A32,dec09,A32,2095,15836,7.558949881
A32,nov09,A32,2095,12302,5.872076372
A32,oct09,A32,2095,14028,6.695942721
A32,sep09,A32,2095,8838,4.218615752
A32,aug09,A32,2095,14521,6.931264916
A32,jul09,A32,2095,11146,5.320286396
A32,jun09,A32,2095,11836,5.649642005
A32,may09,A32,2095,10185,4.861575179
A32,apr09,A32,2095,9177,4.380429594
A32,mar09,A32,2095,9326,4.451551313
A32,feb09,A32,2095,12412,5.924582339
A32,jan09,A32,2095,12891,6.153221957
A33,jun13,A33,2650,13125,4.952830189
A33,may13,A33,2743,12176,4.438935472
A33,apr13,A33,3575,14605,4.085314685
A33,mar13,A33,2523,14208,5.631391201
A33,feb13,A33,1789,8840,4.941307993
A33,jan13,A33,2855,15012,5.258143608
A33,dec12,A33,2703,13372,4.947095819
A33,nov12,A33,2321,13346,5.750107712
A33,oct12,A33,2260,11154,4.935398230
A33,sep12,A33,2831,14949,5.280466266
A33,aug12,A33,1892,10704,5.657505285
A33,jul12,A33,2537,13309,5.245959795
A33,jun12,A33,2085,11641,5.583213429
A33,may12,A33,2959,13550,4.579249747
A33,apr12,A33,2174,10593,4.872585097
A33,mar12,A33,2852,14174,4.969845722
A33,feb12,A33,2182,10677,4.893217232
A33,jan12,A33,1913,9295,4.858860429
A33,dec11,A33,1750,8873,5.070285714
A33,nov11,A33,2963,14966,5.050961863
A33,oct11,A33,2517,12478,4.957489074
A33,sep11,A33,2031,11284,5.555883801
A33,aug11,A33,1762,9129,5.181044268
A33,jul11,A33,3096,14075,4.546188630
A33,jun11,A33,1938,12800,6.604747162
A33,may11,A33,1938,11714,6.044375645
A33,apr11,A33,1938,13332,6.879256966
A33,mar11,A33,1938,10111,5.217234262
A33,feb11,A33,1938,13671,7.054179567
A33,jan11,A33,1938,13453,6.941692466
A33,dec10,A33,1938,13313,6.869453044
A33,nov10,A33,1938,9892,5.104231166
A33,oct10,A33,1938,14743,7.607327141
A33,sep10,A33,1938,8693,4.485552116
A33,aug10,A33,1938,10615,5.477296182
A33,jul10,A33,1938,12377,6.386480908
A33,jun10,A33,1938,9974,5.146542828
A33,may10,A33,1938,12118,6.252837977
A33,apr10,A33,1938,11592,5.981424149
A33,mar10,A33,1938,11033,5.692982456
A33,feb10,A33,1938,14074,7.262125903
A33,jan10,A33,1938,13160,6.790505676
A33,dec09,A33,1938,12247,6.319401445
A33,nov09,A33,1938,11010,5.681114551
A33,oct09,A33,1938,9548,4.926728586
A33,sep09,A33,1938,10378,5.355005160
A33,aug09,A33,1938,11541,5.955108359
A33,jul09,A33,1938,8308,4.286893705
A33,jun09,A33,1938,10889,5.618679051
A33,may09,A33,1938,14477,7.470072239
A33,apr09,A33,1938,13267,6.845717234
A33,mar09,A33,1938,14483,7.473168215
A33,feb09,A33,1938,11283,5.821981424
A33,jan09,A33,1938,12416,6.406604747
A34,jun13,A34,2569,12168,4.736473336
A34,may13,A34,1989,11267,5.664655606
A34,apr13,A34,1983,11175,5.635400908
A34,mar13,A34,2600,14275,5.490384615
A34,feb13,A34,2604,13599,5.222350230
A34,jan13,A34,3679,15609,4.242729002
A34,dec12,A34,1933,10636,5.502327988
A34,nov12,A34,2571,12367,4.810190587
A34,oct12,A34,3082,15092,4.896820247
A34,sep12,A34,1983,10849,5.471003530
A34,aug12,A34,1941,9701,4.997939207
A34,jul12,A34,2966,12643,4.262643291
A34,jun12,A34,3150,13943,4.426349206
A34,may12,A34,2738,13699,5.003287071
A34,apr12,A34,2412,12544,5.200663350
A34,mar12,A34,2408,13533,5.620016611
A34,feb12,A34,1834,10068,5.489640131
A34,jan12,A34,2561,11294,4.409996095
A34,dec11,A34,2226,12913,5.800988320
A34,nov11,A34,2631,12865,4.889775751
A34,oct11,A34,2689,12637,4.699516549
A34,sep11,A34,2489,11755,4.722780233
A34,aug11,A34,2889,13172,4.559363101
A34,jul11,A34,2371,14032,5.918177984
A34,jun11,A34,2635,13028,4.944212524
A34,may11,A34,2635,9005,3.417457306
A34,apr11,A34,2635,9414,3.572675522
A34,mar11,A34,2635,13205,5.011385199
A34,feb11,A34,2635,14611,5.544971537
A34,jan11,A34,2635,14879,5.646679317
A34,dec10,A34,2635,12350,4.686907021
A34,nov10,A34,2635,14368,5.452751423
A34,oct10,A34,2635,9725,3.690702087
A34,sep10,A34,2635,14155,5.371916509
A34,aug10,A34,2635,11171,4.239468691
A34,jul10,A34,2635,11616,4.408349146
A34,jun10,A34,2635,10254,3.891461101
A34,may10,A34,2635,10543,4.001138520
A34,apr10,A34,2635,9298,3.528652751
A34,mar10,A34,2635,11388,4.321821632
A34,feb10,A34,2635,11332,4.300569260
A34,jan10,A34,2635,9485,3.599620493
A34,dec09,A34,2635,13189,5.005313093
A34,nov09,A34,2635,11248,4.268690702
A34,oct09,A34,2635,12387,4.700948767
A34,sep09,A34,2635,11692,4.437191651
A34,aug09,A34,2635,14686,5.573434535
A34,jul09,A34,2635,9723,3.689943074
A34,jun09,A34,2635,13810,5.240986717
A34,may09,A34,2635,13912,5.279696395
A34,apr09,A34,2635,12310,4.671726755
A34,mar09,A34,2635,11995,4.552182163
A34,feb09,A34,2635,8713,3.306641366
A34,jan09,A34,2635,10328,3.919544592
A35,jun13,A35,2229,11740,5.266935846
A35,may13,A35,2697,15616,5.790137189
A35,apr13,A35,2718,12964,4.769683591
A35,mar13,A35,1636,8837,5.401589242
A35,feb13,A35,2760,12937,4.687318841
A35,jan13,A35,1925,8842,4.593246753
A35,dec12,A35,2568,13166,5.126947040
A35,nov12,A35,2108,10070,4.777039848
A35,oct12,A35,1993,10231,5.133467135
A35,sep12,A35,2641,13542,5.127603181
A35,aug12,A35,2481,12530,5.050382910
A35,jul12,A35,1890,10560,5.587301587
A35,jun12,A35,1938,10602,5.470588235
A35,may12,A35,1894,9699,5.120908131
A35,apr12,A35,2257,9463,4.192733717
A35,mar12,A35,2666,12639,4.740810203
A35,feb12,A35,2629,13582,5.166222898
A35,jan12,A35,2401,13381,5.573094544
A35,dec11,A35,2106,11860,5.631528965
A35,nov11,A35,2314,9573,4.136992221
A35,oct11,A35,2589,13633,5.265739668
A35,sep11,A35,2409,12296,5.104192611
A35,aug11,A35,2293,10906,4.756214566
A35,jul11,A35,1795,9553,5.322005571
A35,jun11,A35,1908,12833,6.725890985
A35,may11,A35,1908,12521,6.562368973
A35,apr11,A35,1908,14496,7.597484277
A35,mar11,A35,1908,8314,4.357442348
A35,feb11,A35,1908,12715,6.664046122
A35,jan11,A35,1908,13563,7.108490566
A35,dec10,A35,1908,14001,7.338050314
A35,nov10,A35,1908,14748,7.729559748
A35,oct10,A35,1908,13335,6.988993711
A35,sep10,A35,1908,11891,6.232180294
A35,aug10,A35,1908,12569,6.587526205
A35,jul10,A35,1908,9847,5.160901468
A35,jun10,A35,1908,12595,6.601153040
A35,may10,A35,1908,11215,5.877882600
A35,apr10,A35,1908,9952,5.215932914
A35,mar10,A35,1908,11953,6.264675052
A35,feb10,A35,1908,12156,6.371069182
A35,jan10,A35,1908,12624,6.616352201
A35,dec09,A35,1908,10266,5.380503145
A35,nov09,A35,1908,10138,5.313417191
A35,oct09,A35,1908,9659,5.062368973
A35,sep09,A35,1908,12036,6.308176101
A35,aug09,A35,1908,12906,6.764150943
A35,jul09,A35,1908,14935,7.827568134
A35,jun09,A35,1908,10510,5.508385744
A35,may09,A35,1908,13818,7.242138365
A35,apr09,A35,1908,13602,7.128930818
A35,mar09,A35,1908,11420,5.985324948
A35,feb09,A35,1908,9078,4.757861635
A35,jan09,A35,1908,9151,4.796121593
A36,jun13,A36,2615,15008,5.739196941
A36,may13,A36,2366,13320,5.629754861
A36,apr13,A36,2600,11685,4.494230769
A36,mar13,A36,2082,10353,4.972622478
A36,feb13,A36,2369,10767,4.544955678
A36,jan13,A36,3013,14087,4.675406572
A36,dec12,A36,2328,11613,4.988402062
A36,nov12,A36,1696,9541,5.625589623
A36,oct12,A36,2342,11275,4.814261315
A36,sep12,A36,2520,13127,5.209126984
A36,aug12,A36,2915,13906,4.770497427
A36,jul12,A36,1834,10245,5.586150491
A36,jun12,A36,2000,11142,5.571
A36,may12,A36,2039,9500,4.659146641
A36,apr12,A36,2086,10173,4.876797699
A36,mar12,A36,2071,10720,5.176243361
A36,feb12,A36,3050,13665,4.480327869
A36,jan12,A36,3005,14705,4.893510815
A36,dec11,A36,3152,13403,4.252220812
A36,nov11,A36,2409,11513,4.779161478
A36,oct11,A36,2702,12690,4.696521095
A36,sep11,A36,2569,13459,5.239003503
A36,aug11,A36,2090,10377,4.965071770
A36,jul11,A36,2976,14119,4.744287634
