City,Driverid (Geolocation),Event,State,Truckid (Geolocation),Event Ind,Idling Ind,Latitude,Longitude,Velocity
Antelope,A39,normal,California,A39,0,1,38.716687,-121.364422,0
Ukiah,A53,normal,California,A53,0,0,39.150171,-123.207783,62
Santa Rosa,A42,normal,California,A42,0,0,38.440467,-122.714431,19
Lodi,A24,normal,California,A24,0,0,38.130197,-121.272447,54
Palo Cedro,A88,normal,California,A88,0,1,40.563763,-122.238892,0
Bakersfield,A54,normal,California,A54,0,1,35.373292,-119.018712,0
Knights Landing,A34,normal,California,A34,0,0,38.799703,-121.720574,34
Mariposa,A77,normal,California,A77,0,0,37.484938,-119.966284,37
Redding,A53,normal,California,A53,0,0,40.58654,-122.391675,51
Gilroy,A24,normal,California,A24,0,0,37.005782,-121.568275,26
Mariposa,A27,normal,California,A27,0,0,37.484938,-119.966284,73
Santa Rosa,A61,normal,California,A61,0,1,38.440467,-122.714431,0
Santa Rosa,A84,normal,California,A84,0,1,38.440467,-122.714431,0
Palo Cedro,A61,normal,California,A61,0,1,40.563763,-122.238892,0
Willits,A22,normal,California,A22,0,0,39.409608,-123.355566,48
San Francisco,A12,unsafe tail distance,California,A12,1,0,37.77493,-122.419416,63
La Palma,A28,normal,California,A28,0,0,33.846404,-118.046731,36
Santa Rosa,A53,normal,California,A53,0,0,38.440467,-122.714431,22
Knightsen,A35,normal,California,A35,0,0,37.968812,-121.668008,39
Santa Rosa,A39,normal,California,A39,0,1,38.440467,-122.714431,0
San Francisco,A81,normal,California,A81,0,1,37.77493,-122.419416,0
San Francisco,A26,normal,California,A26,0,1,37.77493,-122.419416,0
Napa,A82,normal,California,A82,0,0,38.297538,-122.286865,56
Palo Alto,A75,normal,California,A75,0,0,37.441883,-122.143019,62
Palmdale,A1,normal,California,A1,0,1,34.579434,-118.116461,0
Goleta,A37,normal,California,A37,0,0,34.435829,-119.827639,41
Bakersfield,A77,normal,California,A77,0,0,35.373292,-119.018712,68
Stockton,A55,normal,California,A55,0,0,37.957702,-121.29078,54
Lodi,A82,normal,California,A82,0,0,38.130197,-121.272447,48
Lodi,A97,overspeed,California,A97,1,0,38.130197,-121.272447,88
Apple Valley,A49,normal,California,A49,0,0,34.500831,-117.185876,27
La Palma,A5,normal,California,A5,0,0,33.846404,-118.046731,71
Palo Alto,A60,normal,California,A60,0,1,37.441883,-122.143019,0
Napa,A32,normal,California,A32,0,0,38.297538,-122.286865,33
Glen Ellen,A98,normal,California,A98,0,0,38.36408,-122.524149,50
Hollister,A24,normal,California,A24,0,0,36.852455,-121.401602,60
Palo Cedro,A7,normal,California,A7,0,1,40.563763,-122.238892,0
Antelope,A86,normal,California,A86,0,0,38.716687,-121.364422,39
Jacumba,A33,normal,California,A33,0,0,32.61768,-116.187424,16
San Pablo,A12,unsafe following distance,California,A12,1,1,37.962146,-122.345526,0
Irvine,A56,normal,California,A56,0,0,33.683947,-117.794694,68
Bakersfield,A42,normal,California,A42,0,0,35.373292,-119.018712,75
Palo Cedro,A15,normal,California,A15,0,0,40.563763,-122.238892,16
Willits,A39,normal,California,A39,0,0,39.409608,-123.355566,42
Palo Cedro,A11,normal,California,A11,0,0,40.563763,-122.238892,67
Santa Rosa,A65,normal,California,A65,0,0,38.440467,-122.714431,50
Santa Paula,A10,normal,California,A10,0,1,34.354166,-119.059271,0
Palo Alto,A33,normal,California,A33,0,0,37.441883,-122.143019,69
Santa Rosa,A94,normal,California,A94,0,0,38.440467,-122.714431,33
Stockton,A71,normal,California,A71,0,0,37.957702,-121.29078,57
Santa Rosa,A96,normal,California,A96,0,0,38.440467,-122.714431,18
Bakersfield,A15,normal,California,A15,0,0,35.373292,-119.018712,71
Santa Rosa,A74,lane departure,California,A74,1,0,38.440467,-122.714431,74
Santa Paula,A60,normal,California,A60,0,0,34.354166,-119.059271,56
Apple Valley,A10,normal,California,A10,0,0,34.500831,-117.185876,68
Jacumba,A98,normal,California,A98,0,0,32.61768,-116.187424,43
Palmdale,A74,normal,California,A74,0,1,34.579434,-118.116461,0
Jacumba,A17,normal,California,A17,0,0,32.61768,-116.187424,67
Martinez,A72,normal,California,A72,0,0,38.019366,-122.134132,51
Arbuckle,A70,normal,California,A70,0,0,39.017396,-122.057748,40
Gilroy,A97,lane departure,California,A97,1,0,37.005782,-121.568275,31
Gilroy,A32,normal,California,A32,0,0,37.005782,-121.568275,66
Palo Alto,A33,normal,California,A33,0,0,37.441883,-122.143019,36
Modesto,A16,normal,California,A16,0,0,37.639097,-120.996878,20
Knightsen,A58,normal,California,A58,0,1,37.968812,-121.668008,0
Antelope,A63,normal,California,A63,0,0,38.716687,-121.364422,70
Santa Rosa,A8,normal,California,A8,0,0,38.440467,-122.714431,51
Palo Alto,A33,normal,California,A33,0,0,37.441883,-122.143019,19
Fresno,A38,normal,California,A38,0,0,36.746842,-119.772587,34
Santa Monica,A59,normal,California,A59,0,0,34.019454,-118.491191,17
San Quentin,A95,normal,California,A95,0,0,37.941325,-122.484704,47
Santa Rosa,A85,normal,California,A85,0,1,38.440467,-122.714431,0
Stockton,A29,normal,California,A29,0,0,37.957702,-121.29078,23
Ojai,A53,normal,California,A53,0,0,34.44805,-119.242889,64
Glendora,A4,normal,California,A4,0,0,34.136119,-117.865339,73
Arbuckle,A93,normal,California,A93,0,0,39.017396,-122.057748,69
Holtville,A63,normal,California,A63,0,0,32.811161,-115.380264,32
Fresno,A73,normal,California,A73,0,0,36.746842,-119.772587,70
La Quinta,A57,normal,California,A57,0,0,33.663357,-116.310009,54
Santa Rosa,A64,normal,California,A64,0,1,38.440467,-122.714431,0
Santa Rosa,A95,normal,California,A95,0,1,38.440467,-122.714431,0
San Dimas,A89,normal,California,A89,0,0,34.106676,-117.806726,75
Antelope,A39,normal,California,A39,0,0,38.716687,-121.364422,60
Santa Rosa,A63,normal,California,A63,0,0,38.440467,-122.714431,16
Santa Rosa,A61,normal,California,A61,0,0,38.440467,-122.714431,29
Holtville,A44,normal,California,A44,0,0,32.811161,-115.380264,35
Lodi,A13,normal,California,A13,0,0,38.130197,-121.272447,60
Lodi,A5,normal,California,A5,0,0,38.130197,-121.272447,53
Santa Rosa,A92,normal,California,A92,0,0,38.440467,-122.714431,60
Homeland,A41,normal,California,A41,0,0,33.743076,-117.109197,61
Bakersfield,A15,normal,California,A15,0,0,35.373292,-119.018712,43
Willits,A54,normal,California,A54,0,1,39.409608,-123.355566,0
Jacumba,A94,normal,California,A94,0,0,32.61768,-116.187424,62
Knightsen,A58,unsafe tail distance,California,A58,1,0,37.968812,-121.668008,18
San Quentin,A10,normal,California,A10,0,1,37.941325,-122.484704,0
Santa Rosa,A23,normal,California,A23,0,0,38.440467,-122.714431,16
Willits,A22,normal,California,A22,0,1,39.409608,-123.355566,0
Oceanside,A98,normal,California,A98,0,1,33.19587,-117.379483,0
Santa Rosa,A42,normal,California,A42,0,0,38.440467,-122.714431,36
Palo Alto,A37,normal,California,A37,0,1,37.441883,-122.143019,0
Palo Alto,A87,normal,California,A87,0,1,37.441883,-122.143019,0
Jacumba,A21,normal,California,A21,0,0,32.61768,-116.187424,39
Santa Rosa,A4,normal,California,A4,0,1,38.440467,-122.714431,0
Knightsen,A8,normal,California,A8,0,0,37.968812,-121.668008,31
Apple Valley,A26,normal,California,A26,0,0,34.500831,-117.185876,17
Ojai,A91,normal,California,A91,0,0,34.44805,-119.242889,53
Antelope,A66,normal,California,A66,0,1,38.716687,-121.364422,0
Arbuckle,A28,normal,California,A28,0,0,39.017396,-122.057748,27
San Quentin,A14,normal,California,A14,0,0,37.941325,-122.484704,16
Kneeland,A91,normal,California,A91,0,0,40.761243,-123.994778,44
Willits,A18,normal,California,A18,0,0,39.409608,-123.355566,55
Holtville,A48,normal,California,A48,0,0,32.811161,-115.380264,23
Lodi,A78,normal,California,A78,0,1,38.130197,-121.272447,0
San Francisco,A35,normal,California,A35,0,1,37.77493,-122.419416,0
Lodi,A36,normal,California,A36,0,0,38.130197,-121.272447,50
Homeland,A99,unsafe following distance,California,A99,1,1,33.743076,-117.109197,0
Aptos,A69,normal,California,A69,0,0,36.977173,-121.899402,70
Santa Rosa,A92,normal,California,A92,0,0,38.440467,-122.714431,74
Palo Cedro,A84,normal,California,A84,0,0,40.563763,-122.238892,57
Isleton,A3,normal,California,A3,0,0,38.161861,-121.611621,74
Holtville,A94,normal,California,A94,0,1,32.811161,-115.380264,0
Willits,A27,normal,California,A27,0,0,39.409608,-123.355566,45
Rough and Ready,A54,normal,California,A54,0,0,39.230151,-121.136075,23
Antelope,A63,normal,California,A63,0,1,38.716687,-121.364422,0
Redding,A26,normal,California,A26,0,0,40.58654,-122.391675,30
Lodi,A82,normal,California,A82,0,0,38.130197,-121.272447,74
Mariposa,A100,normal,California,A100,0,0,37.484938,-119.966284,69
Marysville,A4,lane departure,California,A4,1,0,39.145725,-121.591355,55
Glendora,A58,normal,California,A58,0,1,34.136119,-117.865339,0
Napa,A59,normal,California,A59,0,0,38.297538,-122.286865,19
Apple Valley,A96,normal,California,A96,0,0,34.500831,-117.185876,17
Stockton,A94,normal,California,A94,0,0,37.957702,-121.29078,67
Markleeville,A51,normal,California,A51,0,1,38.693723,-119.779683,0
Napa,A32,normal,California,A32,0,0,38.297538,-122.286865,17
Kneeland,A33,normal,California,A33,0,0,40.761243,-123.994778,29
Hollister,A39,normal,California,A39,0,0,36.852455,-121.401602,40
Willits,A92,normal,California,A92,0,0,39.409608,-123.355566,66
Antelope,A97,normal,California,A97,0,0,38.716687,-121.364422,75
Santa Paula,A56,normal,California,A56,0,0,34.354166,-119.059271,65
Napa,A55,normal,California,A55,0,0,38.297538,-122.286865,73
Bakersfield,A27,normal,California,A27,0,0,35.373292,-119.018712,68
Gilroy,A20,normal,California,A20,0,0,37.005782,-121.568275,70
Santa Rosa,A51,normal,California,A51,0,0,38.440467,-122.714431,26
San Francisco,A62,normal,California,A62,0,0,37.77493,-122.419416,74
Isleton,A72,normal,California,A72,0,0,38.161861,-121.611621,32
Palo Cedro,A99,normal,California,A99,0,0,40.563763,-122.238892,45
Holtville,A25,normal,California,A25,0,0,32.811161,-115.380264,35
Santa Rosa,A36,normal,California,A36,0,0,38.440467,-122.714431,39
Arbuckle,A85,normal,California,A85,0,1,39.017396,-122.057748,0
Modesto,A78,normal,California,A78,0,0,37.639097,-120.996878,70
Irvine,A67,normal,California,A67,0,1,33.683947,-117.794694,0
Ojai,A7,normal,California,A7,0,0,34.44805,-119.242889,70
Martinez,A3,normal,California,A3,0,0,38.019366,-122.134132,54
Santa Rosa,A81,normal,California,A81,0,0,38.440467,-122.714431,24
Santa Rosa,A27,normal,California,A27,0,0,38.440467,-122.714431,73
Antelope,A20,normal,California,A20,0,1,38.716687,-121.364422,0
Lodi,A9,normal,California,A9,0,1,38.130197,-121.272447,0
Willits,A85,unsafe following distance,California,A85,1,0,39.409608,-123.355566,33
Antelope,A40,normal,California,A40,0,0,38.716687,-121.364422,41
Goleta,A33,lane departure,California,A33,1,0,34.435829,-119.827639,45
Klamath,A17,normal,California,A17,0,0,41.526509,-124.038407,55
Santa Rosa,A47,normal,California,A47,0,0,38.440467,-122.714431,45
La Palma,A95,normal,California,A95,0,0,33.846404,-118.046731,69
Santa Rosa,A35,normal,California,A35,0,0,38.440467,-122.714431,56
Palo Cedro,A57,normal,California,A57,0,0,40.563763,-122.238892,34
Arbuckle,A94,lane departure,California,A94,1,1,39.017396,-122.057748,0
San Fernando,A71,normal,California,A71,0,1,36.471865,-6.196595,0
La Quinta,A42,normal,California,A42,0,0,33.663357,-116.310009,58
Kneeland,A2,normal,California,A2,0,0,40.761243,-123.994778,48
Marysville,A27,normal,California,A27,0,0,39.145725,-121.591355,27
Jacumba,A52,normal,California,A52,0,0,32.61768,-116.187424,19
Palo Cedro,A3,normal,California,A3,0,0,40.563763,-122.238892,29
Santa Rosa,A49,normal,California,A49,0,0,38.440467,-122.714431,36
Holtville,A67,normal,California,A67,0,0,32.811161,-115.380264,16
Willits,A40,normal,California,A40,0,0,39.409608,-123.355566,57
Santa Rosa,A11,normal,California,A11,0,0,38.440467,-122.714431,26
Isleton,A45,unsafe following distance,California,A45,1,0,38.161861,-121.611621,54
Santa Rosa,A38,normal,California,A38,0,1,38.440467,-122.714431,0
Santa Rosa,A100,normal,California,A100,0,1,38.440467,-122.714431,0
Apple Valley,A76,normal,California,A76,0,0,34.500831,-117.185876,17
Palmdale,A78,normal,California,A78,0,1,34.579434,-118.116461,0
Goleta,A29,normal,California,A29,0,1,34.435829,-119.827639,0
Isleton,A64,normal,California,A64,0,0,38.161861,-121.611621,57
San Fernando,A21,normal,California,A21,0,0,36.471865,-6.196595,16
Hollister,A35,normal,California,A35,0,1,36.852455,-121.401602,0
Lodi,A78,normal,California,A78,0,0,38.130197,-121.272447,20
Arbuckle,A17,overspeed,California,A17,1,0,39.017396,-122.057748,78
Lodi,A9,normal,California,A9,0,0,38.130197,-121.272447,53
Santa Monica,A13,normal,California,A13,0,0,34.019454,-118.491191,22
Aptos,A24,normal,California,A24,0,0,36.977173,-121.899402,33
Santa Rosa,A91,normal,California,A91,0,0,38.440467,-122.714431,40
Oceano,A1,normal,California,A1,0,1,35.098865,-120.612393,0
Santa Rosa,A96,normal,California,A96,0,0,38.440467,-122.714431,18
Goleta,A6,normal,California,A6,0,0,34.435829,-119.827639,41
Irvine,A67,normal,California,A67,0,0,33.683947,-117.794694,23
Stockton,A56,normal,California,A56,0,0,37.957702,-121.29078,55
Klamath,A9,normal,California,A9,0,1,41.526509,-124.038407,0
Santa Paula,A60,normal,California,A60,0,0,34.354166,-119.059271,60
Martinez,A68,normal,California,A68,0,0,38.019366,-122.134132,32
Aptos,A23,normal,California,A23,0,1,36.977173,-121.899402,0
Santa Rosa,A30,normal,California,A30,0,1,38.440467,-122.714431,0
Santa Rosa,A34,normal,California,A34,0,0,38.440467,-122.714431,26
Stockton,A64,normal,California,A64,0,1,37.957702,-121.29078,0
Homeland,A18,normal,California,A18,0,0,33.743076,-117.109197,60
La Palma,A18,normal,California,A18,0,0,33.846404,-118.046731,19
Palo Cedro,A38,normal,California,A38,0,0,40.563763,-122.238892,41
Santa Rosa,A19,normal,California,A19,0,0,38.440467,-122.714431,34
Ukiah,A53,normal,California,A53,0,0,39.150171,-123.207783,16
Kneeland,A64,normal,California,A64,0,0,40.761243,-123.994778,15
Marysville,A77,normal,California,A77,0,1,39.145725,-121.591355,0
Stockton,A44,normal,California,A44,0,1,37.957702,-121.29078,0
Santa Rosa,A93,normal,California,A93,0,1,38.440467,-122.714431,0
Willits,A41,normal,California,A41,0,0,39.409608,-123.355566,63
Hollister,A16,normal,California,A16,0,0,36.852455,-121.401602,56
Santa Rosa,A76,normal,California,A76,0,0,38.440467,-122.714431,55
Arbuckle,A21,normal,California,A21,0,0,39.017396,-122.057748,37
Willits,A42,normal,California,A42,0,0,39.409608,-123.355566,67
Napa,A24,normal,California,A24,0,1,38.297538,-122.286865,0
Willits,A58,normal,California,A58,0,0,39.409608,-123.355566,20
Oceano,A28,normal,California,A28,0,0,35.098865,-120.612393,55
Glen Ellen,A2,normal,California,A2,0,0,38.36408,-122.524149,44
Modesto,A89,normal,California,A89,0,0,37.639097,-120.996878,54
Stockton,A13,normal,California,A13,0,0,37.957702,-121.29078,48
Klamath,A86,normal,California,A86,0,0,41.526509,-124.038407,51
San Diego,A69,normal,California,A69,0,0,32.715329,-117.157255,41
Irvine,A98,normal,California,A98,0,1,33.683947,-117.794694,0
San Francisco,A89,normal,California,A89,0,1,37.77493,-122.419416,0
San Quentin,A95,normal,California,A95,0,0,37.941325,-122.484704,48
Santa Rosa,A4,normal,California,A4,0,0,38.440467,-122.714431,75
Willits,A54,normal,California,A54,0,0,39.409608,-123.355566,36
Apple Valley,A14,normal,California,A14,0,0,34.500831,-117.185876,31
Redding,A22,normal,California,A22,0,0,40.58654,-122.391675,53
San Diego,A86,normal,California,A86,0,0,32.715329,-117.157255,34
Apple Valley,A26,normal,California,A26,0,0,34.500831,-117.185876,53
Santa Monica,A9,normal,California,A9,0,0,34.019454,-118.491191,46
Stockton,A56,normal,California,A56,0,0,37.957702,-121.29078,45
Modesto,A93,normal,California,A93,0,0,37.639097,-120.996878,67
Glen Ellen,A25,normal,California,A25,0,0,38.36408,-122.524149,26
Santa Rosa,A17,normal,California,A17,0,0,38.440467,-122.714431,60
Santa Rosa,A47,normal,California,A47,0,0,38.440467,-122.714431,33
San Quentin,A29,normal,California,A29,0,0,37.941325,-122.484704,75
Arbuckle,A28,normal,California,A28,0,0,39.017396,-122.057748,70
Willits,A41,normal,California,A41,0,1,39.409608,-123.355566,0
Santa Rosa,A45,normal,California,A45,0,0,38.440467,-122.714431,15
Antelope,A62,lane departure,California,A62,1,0,38.716687,-121.364422,45
Antelope,A93,unsafe tail distance,California,A93,1,0,38.716687,-121.364422,15
Antelope,A13,normal,California,A13,0,0,38.716687,-121.364422,41
Mariposa,A77,normal,California,A77,0,0,37.484938,-119.966284,45
San Francisco,A77,lane departure,California,A77,1,0,37.77493,-122.419416,68
Willits,A38,normal,California,A38,0,0,39.409608,-123.355566,16
Occidental,A77,unsafe following distance,California,A77,1,0,38.40765,-122.947713,68
Homeland,A76,normal,California,A76,0,0,33.743076,-117.109197,73
San Diego,A73,normal,California,A73,0,0,32.715329,-117.157255,69
Roseville,A29,normal,California,A29,0,1,38.752124,-121.288006,0
Knights Landing,A38,normal,California,A38,0,0,38.799703,-121.720574,71
Fresno,A69,normal,California,A69,0,0,36.746842,-119.772587,60
Arbuckle,A66,normal,California,A66,0,0,39.017396,-122.057748,25
Isleton,A95,normal,California,A95,0,0,38.161861,-121.611621,28
Glendora,A50,normal,California,A50,0,0,34.136119,-117.865339,33
Santa Rosa,A61,normal,California,A61,0,0,38.440467,-122.714431,25
Ukiah,A45,normal,California,A45,0,0,39.150171,-123.207783,60
Glen Ellen,A25,normal,California,A25,0,0,38.36408,-122.524149,41
La Quinta,A61,normal,California,A61,0,1,33.663357,-116.310009,0
Fresno,A100,normal,California,A100,0,0,36.746842,-119.772587,66
Stockton,A13,normal,California,A13,0,0,37.957702,-121.29078,23
Stockton,A21,normal,California,A21,0,0,37.957702,-121.29078,37
Willits,A69,normal,California,A69,0,0,39.409608,-123.355566,53
Santa Rosa,A16,normal,California,A16,0,0,38.440467,-122.714431,23
Willits,A87,normal,California,A87,0,0,39.409608,-123.355566,61
Willits,A84,normal,California,A84,0,1,39.409608,-123.355566,0
Antelope,A82,normal,California,A82,0,0,38.716687,-121.364422,75
Apple Valley,A60,normal,California,A60,0,0,34.500831,-117.185876,42
Oceanside,A44,normal,California,A44,0,0,33.19587,-117.379483,31
Willits,A10,normal,California,A10,0,1,39.409608,-123.355566,0
Hollister,A47,normal,California,A47,0,0,36.852455,-121.401602,70
Santa Rosa,A100,normal,California,A100,0,0,38.440467,-122.714431,63
Arbuckle,A12,normal,California,A12,0,0,39.017396,-122.057748,43
Isleton,A99,normal,California,A99,0,0,38.161861,-121.611621,68
San Pablo,A96,normal,California,A96,0,1,37.962146,-122.345526,0
Lodi,A97,normal,California,A97,0,0,38.130197,-121.272447,35
Apple Valley,A7,normal,California,A7,0,0,34.500831,-117.185876,16
Modesto,A66,normal,California,A66,0,0,37.639097,-120.996878,62
Knights Landing,A88,normal,California,A88,0,0,38.799703,-121.720574,16
Santa Rosa,A90,normal,California,A90,0,0,38.440467,-122.714431,20
Santa Monica,A36,normal,California,A36,0,0,34.019454,-118.491191,16
Mariposa,A23,normal,California,A23,0,0,37.484938,-119.966284,55
Lodi,A5,unsafe tail distance,California,A5,1,0,38.130197,-121.272447,15
Stockton,A13,normal,California,A13,0,0,37.957702,-121.29078,72
Ojai,A49,normal,California,A49,0,0,34.44805,-119.242889,63
Stockton,A83,normal,California,A83,0,0,37.957702,-121.29078,57
Antelope,A70,normal,California,A70,0,0,38.716687,-121.364422,56
Aptos,A38,normal,California,A38,0,0,36.977173,-121.899402,46
Cloverdale,A79,normal,California,A79,0,1,38.805462,-123.017223,0
Palo Alto,A56,normal,California,A56,0,0,37.441883,-122.143019,28
Mariposa,A27,normal,California,A27,0,1,37.484938,-119.966284,0
Gilroy,A20,normal,California,A20,0,0,37.005782,-121.568275,18
Hollister,A20,normal,California,A20,0,0,36.852455,-121.401602,55
Stockton,A13,normal,California,A13,0,1,37.957702,-121.29078,0
Oceanside,A6,normal,California,A6,0,0,33.19587,-117.379483,36
San Pablo,A81,unsafe following distance,California,A81,1,0,37.962146,-122.345526,23
Stockton,A48,normal,California,A48,0,1,37.957702,-121.29078,0
Santa Rosa,A99,normal,California,A99,0,1,38.440467,-122.714431,0
Willits,A41,unsafe following distance,California,A41,1,0,39.409608,-123.355566,54
San Francisco,A85,normal,California,A85,0,0,37.77493,-122.419416,43
Santa Paula,A10,unsafe following distance,California,A10,1,0,34.354166,-119.059271,23
Santa Rosa,A85,normal,California,A85,0,0,38.440467,-122.714431,41
Santa Rosa,A23,normal,California,A23,0,0,38.440467,-122.714431,18
Knightsen,A35,normal,California,A35,0,0,37.968812,-121.668008,45
Gilroy,A28,normal,California,A28,0,0,37.005782,-121.568275,56
Modesto,A47,normal,California,A47,0,0,37.639097,-120.996878,43
Jacumba,A29,normal,California,A29,0,0,32.61768,-116.187424,48
Rough and Ready,A27,normal,California,A27,0,0,39.230151,-121.136075,75
Willits,A57,normal,California,A57,0,0,39.409608,-123.355566,74
Arbuckle,A74,normal,California,A74,0,0,39.017396,-122.057748,31
Willits,A8,normal,California,A8,0,1,39.409608,-123.355566,0
Marysville,A77,normal,California,A77,0,0,39.145725,-121.591355,48
Roseville,A75,normal,California,A75,0,0,38.752124,-121.288006,45
Glendora,A58,normal,California,A58,0,0,34.136119,-117.865339,43
Martinez,A80,normal,California,A80,0,1,38.019366,-122.134132,0
Antelope,A59,normal,California,A59,0,0,38.716687,-121.364422,34
Bakersfield,A81,normal,California,A81,0,0,35.373292,-119.018712,25
San Dimas,A74,normal,California,A74,0,1,34.106676,-117.806726,0
Isleton,A91,normal,California,A91,0,0,38.161861,-121.611621,15
Isleton,A49,normal,California,A49,0,0,38.161861,-121.611621,40
Santa Rosa,A81,normal,California,A81,0,0,38.440467,-122.714431,22
San Diego,A70,overspeed,California,A70,1,0,32.715329,-117.157255,90
Marysville,A73,normal,California,A73,0,0,39.145725,-121.591355,27
Willits,A11,normal,California,A11,0,0,39.409608,-123.355566,15
Aptos,A89,normal,California,A89,0,0,36.977173,-121.899402,17
Santa Rosa,A71,normal,California,A71,0,0,38.440467,-122.714431,67
San Dimas,A24,normal,California,A24,0,0,34.106676,-117.806726,31
Apple Valley,A34,overspeed,California,A34,1,0,34.500831,-117.185876,88
Oceanside,A6,normal,California,A6,0,0,33.19587,-117.379483,34
Holtville,A52,normal,California,A52,0,0,32.811161,-115.380264,25
La Quinta,A38,normal,California,A38,0,0,33.663357,-116.310009,41
Santa Rosa,A4,normal,California,A4,0,0,38.440467,-122.714431,44
Santa Paula,A10,normal,California,A10,0,1,34.354166,-119.059271,0
Willits,A46,normal,California,A46,0,0,39.409608,-123.355566,26
Knightsen,A93,normal,California,A93,0,0,37.968812,-121.668008,66
Lodi,A86,normal,California,A86,0,0,38.130197,-121.272447,60
Santa Paula,A64,normal,California,A64,0,0,34.354166,-119.059271,73
Roseville,A25,normal,California,A25,0,0,38.752124,-121.288006,61
Santa Rosa,A50,normal,California,A50,0,0,38.440467,-122.714431,21
Palo Alto,A2,normal,California,A2,0,0,37.441883,-122.143019,69
Santa Maria,A54,normal,California,A54,0,1,34.953034,-120.435719,0
Santa Rosa,A13,normal,California,A13,0,0,38.440467,-122.714431,20
Fresno,A77,normal,California,A77,0,0,36.746842,-119.772587,73
San Dimas,A24,normal,California,A24,0,0,34.106676,-117.806726,31
Apple Valley,A100,normal,California,A100,0,0,34.500831,-117.185876,27
Klamath,A82,normal,California,A82,0,0,41.526509,-124.038407,54
Occidental,A50,normal,California,A50,0,0,38.40765,-122.947713,23
Palmdale,A78,normal,California,A78,0,0,34.579434,-118.116461,38
Napa,A28,normal,California,A28,0,0,38.297538,-122.286865,53
Roseville,A25,normal,California,A25,0,0,38.752124,-121.288006,75
Jacumba,A21,normal,California,A21,0,0,32.61768,-116.187424,64
Santa Rosa,A92,normal,California,A92,0,0,38.440467,-122.714431,38
Palo Cedro,A57,normal,California,A57,0,0,40.563763,-122.238892,62
Santa Paula,A91,normal,California,A91,0,0,34.354166,-119.059271,74
Antelope,A1,normal,California,A1,0,0,38.716687,-121.364422,54
Irvine,A25,normal,California,A25,0,0,33.683947,-117.794694,29
Fresno,A23,normal,California,A23,0,0,36.746842,-119.772587,22
Santa Rosa,A22,normal,California,A22,0,0,38.440467,-122.714431,31
Willits,A12,normal,California,A12,0,1,39.409608,-123.355566,0
Klamath,A13,normal,California,A13,0,0,41.526509,-124.038407,46
Hollister,A97,normal,California,A97,0,0,36.852455,-121.401602,62
Glendora,A27,normal,California,A27,0,0,34.136119,-117.865339,51
Knightsen,A89,normal,California,A89,0,0,37.968812,-121.668008,19
San Dimas,A79,normal,California,A79,0,1,34.106676,-117.806726,0
San Pablo,A93,normal,California,A93,0,0,37.962146,-122.345526,18
Apple Valley,A61,normal,California,A61,0,0,34.500831,-117.185876,37
Willits,A16,normal,California,A16,0,0,39.409608,-123.355566,58
San Diego,A69,normal,California,A69,0,0,32.715329,-117.157255,43
Antelope,A59,normal,California,A59,0,0,38.716687,-121.364422,48
Arbuckle,A43,normal,California,A43,0,0,39.017396,-122.057748,31
Arbuckle,A62,normal,California,A62,0,0,39.017396,-122.057748,16
Santa Rosa,A8,normal,California,A8,0,0,38.440467,-122.714431,46
Apple Valley,A80,normal,California,A80,0,0,34.500831,-117.185876,64
Mariposa,A19,normal,California,A19,0,0,37.484938,-119.966284,70
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,70
Bakersfield,A46,normal,California,A46,0,1,35.373292,-119.018712,0
Martinez,A7,normal,California,A7,0,0,38.019366,-122.134132,48
Knights Landing,A92,normal,California,A92,0,0,38.799703,-121.720574,34
Palmdale,A13,normal,California,A13,0,0,34.579434,-118.116461,69
Roseville,A48,normal,California,A48,0,0,38.752124,-121.288006,48
Apple Valley,A56,normal,California,A56,0,0,34.500831,-117.185876,19
Willits,A49,normal,California,A49,0,1,39.409608,-123.355566,0
Santa Rosa,A38,normal,California,A38,0,0,38.440467,-122.714431,19
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,72
Glen Ellen,A48,normal,California,A48,0,0,38.36408,-122.524149,22
Palo Cedro,A3,normal,California,A3,0,0,40.563763,-122.238892,22
Knightsen,A20,normal,California,A20,0,0,37.968812,-121.668008,75
Aptos,A84,normal,California,A84,0,0,36.977173,-121.899402,27
Stockton,A68,normal,California,A68,0,0,37.957702,-121.29078,16
Glen Ellen,A48,normal,California,A48,0,0,38.36408,-122.524149,16
Willits,A10,normal,California,A10,0,0,39.409608,-123.355566,41
Modesto,A39,normal,California,A39,0,0,37.639097,-120.996878,27
Cloverdale,A75,normal,California,A75,0,0,38.805462,-123.017223,69
Lodi,A78,normal,California,A78,0,1,38.130197,-121.272447,0
Modesto,A43,normal,California,A43,0,0,37.639097,-120.996878,54
Apple Valley,A91,normal,California,A91,0,0,34.500831,-117.185876,73
Santa Rosa,A76,normal,California,A76,0,0,38.440467,-122.714431,33
Antelope,A86,normal,California,A86,0,0,38.716687,-121.364422,69
Aptos,A23,normal,California,A23,0,0,36.977173,-121.899402,68
Oceano,A43,normal,California,A43,0,0,35.098865,-120.612393,68
San Dimas,A2,normal,California,A2,0,0,34.106676,-117.806726,22
Cloverdale,A6,normal,California,A6,0,0,38.805462,-123.017223,32
San Fernando,A75,normal,California,A75,0,0,36.471865,-6.196595,48
