City,Driverid (Geolocation),Event,State,Truckid (Geolocation),Event Ind,Idling Ind,Latitude,Longitude,Velocity
La Puente,A64,normal,California,A64,0,1,34.020011,-117.949508,0
La Puente,A10,normal,California,A10,0,1,34.020011,-117.949508,0
La Puente,A25,normal,California,A25,0,0,34.020011,-117.949508,73
La Puente,A83,normal,California,A83,0,0,34.020011,-117.949508,43
La Puente,A10,normal,California,A10,0,1,34.020011,-117.949508,0
La Puente,A33,normal,California,A33,0,0,34.020011,-117.949508,36
La Puente,A83,normal,California,A83,0,0,34.020011,-117.949508,68
La Puente,A10,normal,California,A10,0,0,34.020011,-117.949508,32
La Puente,A87,normal,California,A87,0,0,34.020011,-117.949508,57
La Puente,A33,normal,California,A33,0,1,34.020011,-117.949508,0
La Puente,A37,normal,California,A37,0,0,34.020011,-117.949508,45
La Puente,A10,normal,California,A10,0,0,34.020011,-117.949508,19
La Puente,A37,normal,California,A37,0,0,34.020011,-117.949508,56
La Puente,A64,normal,California,A64,0,1,34.020011,-117.949508,0
La Puente,A83,normal,California,A83,0,0,34.020011,-117.949508,56
La Puente,A64,normal,California,A64,0,0,34.020011,-117.949508,21
La Puente,A52,normal,California,A52,0,0,34.020011,-117.949508,36
La Puente,A10,normal,California,A10,0,0,34.020011,-117.949508,21
La Puente,A37,normal,California,A37,0,0,34.020011,-117.949508,75
La Puente,A37,normal,California,A37,0,1,34.020011,-117.949508,0
La Puente,A33,normal,California,A33,0,0,34.020011,-117.949508,31
La Puente,A87,normal,California,A87,0,0,34.020011,-117.949508,32
La Puente,A83,normal,California,A83,0,0,34.020011,-117.949508,37
La Puente,A37,normal,California,A37,0,0,34.020011,-117.949508,28
La Puente,A60,normal,California,A60,0,1,34.020011,-117.949508,0
La Puente,A56,normal,California,A56,0,0,34.020011,-117.949508,26
La Puente,A41,normal,California,A41,0,1,34.020011,-117.949508,0
La Puente,A87,unsafe following distance,California,A87,1,1,34.020011,-117.949508,0
La Palma,A51,normal,California,A51,0,0,33.846404,-118.046731,15
La Palma,A32,normal,California,A32,0,0,33.846404,-118.046731,69
La Palma,A40,normal,California,A40,0,0,33.846404,-118.046731,15
La Palma,A32,normal,California,A32,0,0,33.846404,-118.046731,36
La Palma,A91,normal,California,A91,0,1,33.846404,-118.046731,0
La Palma,A9,lane departure,California,A9,1,0,33.846404,-118.046731,74
La Palma,A99,normal,California,A99,0,0,33.846404,-118.046731,69
La Palma,A45,normal,California,A45,0,0,33.846404,-118.046731,16
La Palma,A49,normal,California,A49,0,1,33.846404,-118.046731,0
La Palma,A13,normal,California,A13,0,0,33.846404,-118.046731,60
La Palma,A36,normal,California,A36,0,0,33.846404,-118.046731,51
La Palma,A13,normal,California,A13,0,0,33.846404,-118.046731,48
La Palma,A86,normal,California,A86,0,0,33.846404,-118.046731,54
La Palma,A64,normal,California,A64,0,0,33.846404,-118.046731,25
La Palma,A63,normal,California,A63,0,1,33.846404,-118.046731,0
La Palma,A9,normal,California,A9,0,0,33.846404,-118.046731,46
La Palma,A49,normal,California,A49,0,1,33.846404,-118.046731,0
La Palma,A72,normal,California,A72,0,1,33.846404,-118.046731,0
La Palma,A63,normal,California,A63,0,0,33.846404,-118.046731,62
La Palma,A55,normal,California,A55,0,1,33.846404,-118.046731,0
La Palma,A22,normal,California,A22,0,1,33.846404,-118.046731,0
La Palma,A45,normal,California,A45,0,1,33.846404,-118.046731,0
La Palma,A55,normal,California,A55,0,0,33.846404,-118.046731,32
La Palma,A76,normal,California,A76,0,1,33.846404,-118.046731,0
La Palma,A99,normal,California,A99,0,1,33.846404,-118.046731,0
La Palma,A22,normal,California,A22,0,0,33.846404,-118.046731,31
La Palma,A91,normal,California,A91,0,1,33.846404,-118.046731,0
La Palma,A59,normal,California,A59,0,0,33.846404,-118.046731,16
La Palma,A95,normal,California,A95,0,0,33.846404,-118.046731,24
La Palma,A55,overspeed,California,A55,1,0,33.846404,-118.046731,77
La Palma,A72,normal,California,A72,0,0,33.846404,-118.046731,19
La Palma,A91,normal,California,A91,0,1,33.846404,-118.046731,0
La Palma,A9,overspeed,California,A9,1,0,33.846404,-118.046731,88
La Palma,A28,normal,California,A28,0,0,33.846404,-118.046731,75
La Palma,A72,unsafe following distance,California,A72,1,1,33.846404,-118.046731,0
La Palma,A28,normal,California,A28,0,0,33.846404,-118.046731,36
La Palma,A5,normal,California,A5,0,0,33.846404,-118.046731,71
La Palma,A95,normal,California,A95,0,0,33.846404,-118.046731,69
La Palma,A18,normal,California,A18,0,0,33.846404,-118.046731,19
La Palma,A78,normal,California,A78,0,1,33.846404,-118.046731,0
La Palma,A86,normal,California,A86,0,1,33.846404,-118.046731,0
La Palma,A59,normal,California,A59,0,1,33.846404,-118.046731,0
La Palma,A91,normal,California,A91,0,1,33.846404,-118.046731,0
La Palma,A9,normal,California,A9,0,0,33.846404,-118.046731,75
La Palma,A51,unsafe tail distance,California,A51,1,0,33.846404,-118.046731,53
La Palma,A45,normal,California,A45,0,1,33.846404,-118.046731,0
La Palma,A72,normal,California,A72,0,0,33.846404,-118.046731,56
La Palma,A63,normal,California,A63,0,0,33.846404,-118.046731,23
La Palma,A40,normal,California,A40,0,0,33.846404,-118.046731,37
La Palma,A9,normal,California,A9,0,0,33.846404,-118.046731,68
La Palma,A99,normal,California,A99,0,1,33.846404,-118.046731,0
La Palma,A22,normal,California,A22,0,0,33.846404,-118.046731,70
La Palma,A63,normal,California,A63,0,0,33.846404,-118.046731,53
La Palma,A36,normal,California,A36,0,0,33.846404,-118.046731,40
La Palma,A91,normal,California,A91,0,0,33.846404,-118.046731,58
La Palma,A86,normal,California,A86,0,0,33.846404,-118.046731,48
La Palma,A63,normal,California,A63,0,1,33.846404,-118.046731,0
La Palma,A41,normal,California,A41,0,0,33.846404,-118.046731,37
La Palma,A55,normal,California,A55,0,0,33.846404,-118.046731,37
La Palma,A76,normal,California,A76,0,0,33.846404,-118.046731,47
La Palma,A95,normal,California,A95,0,0,33.846404,-118.046731,75
La Palma,A72,normal,California,A72,0,1,33.846404,-118.046731,0
La Palma,A76,normal,California,A76,0,1,33.846404,-118.046731,0
La Palma,A32,normal,California,A32,0,1,33.846404,-118.046731,0
La Palma,A86,normal,California,A86,0,0,33.846404,-118.046731,55
La Palma,A49,normal,California,A49,0,0,33.846404,-118.046731,47
La Palma,A40,normal,California,A40,0,0,33.846404,-118.046731,48
La Palma,A40,normal,California,A40,0,0,33.846404,-118.046731,47
La Palma,A68,normal,California,A68,0,0,33.846404,-118.046731,74
La Palma,A64,normal,California,A64,0,0,33.846404,-118.046731,31
La Palma,A45,normal,California,A45,0,0,33.846404,-118.046731,19
La Palma,A60,normal,California,A60,0,1,33.846404,-118.046731,0
La Palma,A82,normal,California,A82,0,0,33.846404,-118.046731,70
La Palma,A76,normal,California,A76,0,1,33.846404,-118.046731,0
La Palma,A68,normal,California,A68,0,1,33.846404,-118.046731,0
La Palma,A82,normal,California,A82,0,0,33.846404,-118.046731,33
La Palma,A32,normal,California,A32,0,0,33.846404,-118.046731,45
La Palma,A91,normal,California,A91,0,0,33.846404,-118.046731,57
La Palma,A14,normal,California,A14,0,0,33.846404,-118.046731,16
La Palma,A59,unsafe following distance,California,A59,1,1,33.846404,-118.046731,0
La Palma,A36,normal,California,A36,0,0,33.846404,-118.046731,45
La Palma,A72,normal,California,A72,0,0,33.846404,-118.046731,48
La Palma,A95,normal,California,A95,0,1,33.846404,-118.046731,0
La Palma,A28,normal,California,A28,0,0,33.846404,-118.046731,56
La Palma,A13,normal,California,A13,0,1,33.846404,-118.046731,0
La Palma,A59,normal,California,A59,0,0,33.846404,-118.046731,59
La Palma,A95,normal,California,A95,0,0,33.846404,-118.046731,35
La Palma,A72,normal,California,A72,0,0,33.846404,-118.046731,60
La Palma,A9,normal,California,A9,0,1,33.846404,-118.046731,0
La Palma,A82,normal,California,A82,0,0,33.846404,-118.046731,22
La Palma,A64,normal,California,A64,0,0,33.846404,-118.046731,61
La Palma,A99,normal,California,A99,0,1,33.846404,-118.046731,0
La Palma,A68,normal,California,A68,0,0,33.846404,-118.046731,63
La Palma,A22,normal,California,A22,0,0,33.846404,-118.046731,17
La Palma,A5,normal,California,A5,0,0,33.846404,-118.046731,32
La Palma,A64,normal,California,A64,0,0,33.846404,-118.046731,35
La Palma,A86,normal,California,A86,0,0,33.846404,-118.046731,73
La Palma,A87,lane departure,California,A87,1,0,33.846404,-118.046731,24
La Palma,A28,normal,California,A28,0,0,33.846404,-118.046731,27
La Palma,A87,normal,California,A87,0,0,33.846404,-118.046731,31
La Palma,A45,normal,California,A45,0,1,33.846404,-118.046731,0
La Palma,A14,normal,California,A14,0,0,33.846404,-118.046731,18
La Palma,A24,normal,California,A24,0,0,33.846404,-118.046731,38
La Palma,A28,normal,California,A28,0,0,33.846404,-118.046731,53
La Palma,A36,lane departure,California,A36,1,0,33.846404,-118.046731,55
La Palma,A18,normal,California,A18,0,1,33.846404,-118.046731,0
La Palma,A13,normal,California,A13,0,0,33.846404,-118.046731,73
La Palma,A18,normal,California,A18,0,1,33.846404,-118.046731,0
La Palma,A18,normal,California,A18,0,0,33.846404,-118.046731,54
La Palma,A64,normal,California,A64,0,0,33.846404,-118.046731,64
La Palma,A32,normal,California,A32,0,0,33.846404,-118.046731,34
La Palma,A78,normal,California,A78,0,0,33.846404,-118.046731,63
La Palma,A82,normal,California,A82,0,0,33.846404,-118.046731,67
La Palma,A91,unsafe following distance,California,A91,1,0,33.846404,-118.046731,54
La Palma,A64,normal,California,A64,0,1,33.846404,-118.046731,0
La Palma,A59,normal,California,A59,0,0,33.846404,-118.046731,74
La Palma,A55,normal,California,A55,0,1,33.846404,-118.046731,0
La Palma,A28,normal,California,A28,0,0,33.846404,-118.046731,75
La Palma,A32,normal,California,A32,0,0,33.846404,-118.046731,58
La Palma,A32,normal,California,A32,0,0,33.846404,-118.046731,40
La Palma,A82,normal,California,A82,0,1,33.846404,-118.046731,0
La Palma,A55,normal,California,A55,0,0,33.846404,-118.046731,57
La Palma,A40,normal,California,A40,0,0,33.846404,-118.046731,73
La Palma,A9,normal,California,A9,0,1,33.846404,-118.046731,0
La Palma,A68,normal,California,A68,0,0,33.846404,-118.046731,44
La Palma,A95,normal,California,A95,0,0,33.846404,-118.046731,55
La Palma,A36,normal,California,A36,0,0,33.846404,-118.046731,18
La Palma,A68,normal,California,A68,0,0,33.846404,-118.046731,32
La Palma,A28,normal,California,A28,0,1,33.846404,-118.046731,0
La Palma,A55,normal,California,A55,0,0,33.846404,-118.046731,71
La Palma,A49,normal,California,A49,0,0,33.846404,-118.046731,17
La Palma,A99,normal,California,A99,0,0,33.846404,-118.046731,59
La Palma,A45,normal,California,A45,0,0,33.846404,-118.046731,56
La Palma,A76,normal,California,A76,0,0,33.846404,-118.046731,21
La Palma,A18,normal,California,A18,0,0,33.846404,-118.046731,37
La Palma,A68,normal,California,A68,0,0,33.846404,-118.046731,17
La Palma,A22,normal,California,A22,0,0,33.846404,-118.046731,75
La Palma,A59,normal,California,A59,0,1,33.846404,-118.046731,0
La Palma,A82,normal,California,A82,0,1,33.846404,-118.046731,0
La Palma,A18,normal,California,A18,0,0,33.846404,-118.046731,56
La Palma,A63,normal,California,A63,0,0,33.846404,-118.046731,71
La Palma,A99,normal,California,A99,0,0,33.846404,-118.046731,55
La Palma,A63,lane departure,California,A63,1,0,33.846404,-118.046731,74
La Palma,A24,normal,California,A24,0,1,33.846404,-118.046731,0
La Palma,A99,normal,California,A99,0,0,33.846404,-118.046731,38
La Palma,A36,normal,California,A36,0,0,33.846404,-118.046731,58
La Palma,A13,normal,California,A13,0,0,33.846404,-118.046731,60
La Palma,A18,normal,California,A18,0,1,33.846404,-118.046731,0
La Palma,A41,normal,California,A41,0,0,33.846404,-118.046731,70
La Palma,A49,normal,California,A49,0,0,33.846404,-118.046731,37
La Palma,A82,normal,California,A82,0,0,33.846404,-118.046731,19
La Palma,A60,normal,California,A60,0,0,33.846404,-118.046731,25
La Palma,A45,normal,California,A45,0,0,33.846404,-118.046731,17
La Palma,A95,normal,California,A95,0,0,33.846404,-118.046731,21
La Palma,A64,normal,California,A64,0,1,33.846404,-118.046731,0
La Palma,A36,normal,California,A36,0,0,33.846404,-118.046731,41
La Palma,A68,normal,California,A68,0,0,33.846404,-118.046731,25
La Palma,A59,normal,California,A59,0,1,33.846404,-118.046731,0
Palmdale,A5,normal,California,A5,0,0,34.579434,-118.116461,50
Palmdale,A28,normal,California,A28,0,0,34.579434,-118.116461,38
Palmdale,A28,normal,California,A28,0,0,34.579434,-118.116461,69
Palmdale,A97,normal,California,A97,0,0,34.579434,-118.116461,34
Palmdale,A5,normal,California,A5,0,0,34.579434,-118.116461,27
Palmdale,A13,normal,California,A13,0,0,34.579434,-118.116461,43
Palmdale,A90,normal,California,A90,0,0,34.579434,-118.116461,19
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,31
Palmdale,A36,normal,California,A36,0,0,34.579434,-118.116461,55
Palmdale,A24,normal,California,A24,0,1,34.579434,-118.116461,0
Palmdale,A5,normal,California,A5,0,1,34.579434,-118.116461,0
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,39
Palmdale,A36,normal,California,A36,0,1,34.579434,-118.116461,0
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,72
Palmdale,A74,normal,California,A74,0,0,34.579434,-118.116461,56
Palmdale,A13,normal,California,A13,0,1,34.579434,-118.116461,0
Palmdale,A36,normal,California,A36,0,0,34.579434,-118.116461,44
Palmdale,A13,normal,California,A13,0,1,34.579434,-118.116461,0
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,69
Palmdale,A59,normal,California,A59,0,1,34.579434,-118.116461,0
Palmdale,A1,normal,California,A1,0,0,34.579434,-118.116461,55
Palmdale,A28,normal,California,A28,0,0,34.579434,-118.116461,37
Palmdale,A5,normal,California,A5,0,0,34.579434,-118.116461,35
Palmdale,A86,normal,California,A86,0,1,34.579434,-118.116461,0
Palmdale,A1,normal,California,A1,0,0,34.579434,-118.116461,34
Palmdale,A1,normal,California,A1,0,0,34.579434,-118.116461,43
Palmdale,A5,normal,California,A5,0,0,34.579434,-118.116461,51
Palmdale,A28,normal,California,A28,0,0,34.579434,-118.116461,40
Palmdale,A86,lane departure,California,A86,1,0,34.579434,-118.116461,55
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,54
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,27
Palmdale,A86,normal,California,A86,0,0,34.579434,-118.116461,15
Palmdale,A36,normal,California,A36,0,0,34.579434,-118.116461,46
Palmdale,A1,normal,California,A1,0,1,34.579434,-118.116461,0
Palmdale,A74,normal,California,A74,0,1,34.579434,-118.116461,0
Palmdale,A78,normal,California,A78,0,1,34.579434,-118.116461,0
Palmdale,A78,normal,California,A78,0,0,34.579434,-118.116461,38
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,70
Palmdale,A13,normal,California,A13,0,0,34.579434,-118.116461,69
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,72
Palmdale,A59,normal,California,A59,0,0,34.579434,-118.116461,55
Palmdale,A86,normal,California,A86,0,0,34.579434,-118.116461,22
Palmdale,A36,normal,California,A36,0,0,34.579434,-118.116461,61
Palmdale,A86,normal,California,A86,0,0,34.579434,-118.116461,68
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,32
Palmdale,A59,normal,California,A59,0,0,34.579434,-118.116461,64
Palmdale,A9,normal,California,A9,0,1,34.579434,-118.116461,0
Palmdale,A13,normal,California,A13,0,0,34.579434,-118.116461,45
Palmdale,A9,overspeed,California,A9,1,0,34.579434,-118.116461,91
Palmdale,A59,normal,California,A59,0,0,34.579434,-118.116461,35
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,51
Palmdale,A55,normal,California,A55,0,0,34.579434,-118.116461,70
Palmdale,A86,normal,California,A86,0,0,34.579434,-118.116461,48
Palmdale,A5,lane departure,California,A5,1,0,34.579434,-118.116461,55
Palmdale,A32,unsafe following distance,California,A32,1,1,34.579434,-118.116461,0
Palmdale,A78,normal,California,A78,0,0,34.579434,-118.116461,18
Palmdale,A59,normal,California,A59,0,0,34.579434,-118.116461,60
Palmdale,A5,normal,California,A5,0,0,34.579434,-118.116461,31
Palmdale,A51,normal,California,A51,0,0,34.579434,-118.116461,28
Palmdale,A5,normal,California,A5,0,1,34.579434,-118.116461,0
Palmdale,A36,normal,California,A36,0,0,34.579434,-118.116461,23
Palmdale,A63,normal,California,A63,0,0,34.579434,-118.116461,67
Palmdale,A1,normal,California,A1,0,0,34.579434,-118.116461,68
Palmdale,A86,normal,California,A86,0,1,34.579434,-118.116461,0
Palmdale,A13,normal,California,A13,0,0,34.579434,-118.116461,58
Palmdale,A51,normal,California,A51,0,1,34.579434,-118.116461,0
Palmdale,A55,normal,California,A55,0,0,34.579434,-118.116461,56
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,60
Palmdale,A59,normal,California,A59,0,0,34.579434,-118.116461,75
Palmdale,A13,normal,California,A13,0,0,34.579434,-118.116461,72
Palmdale,A32,normal,California,A32,0,1,34.579434,-118.116461,0
Palmdale,A55,normal,California,A55,0,1,34.579434,-118.116461,0
Palmdale,A36,normal,California,A36,0,1,34.579434,-118.116461,0
Palmdale,A59,normal,California,A59,0,0,34.579434,-118.116461,34
Palmdale,A63,normal,California,A63,0,1,34.579434,-118.116461,0
Palmdale,A86,normal,California,A86,0,0,34.579434,-118.116461,20
Palmdale,A78,normal,California,A78,0,0,34.579434,-118.116461,19
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,17
Palmdale,A5,normal,California,A5,0,0,34.579434,-118.116461,75
Palmdale,A86,normal,California,A86,0,0,34.579434,-118.116461,27
Palmdale,A13,normal,California,A13,0,0,34.579434,-118.116461,52
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,27
Palmdale,A59,normal,California,A59,0,0,34.579434,-118.116461,43
Palmdale,A86,normal,California,A86,0,0,34.579434,-118.116461,40
Palmdale,A90,normal,California,A90,0,0,34.579434,-118.116461,43
Palmdale,A82,normal,California,A82,0,1,34.579434,-118.116461,0
Palmdale,A28,normal,California,A28,0,0,34.579434,-118.116461,28
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,26
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,56
Palmdale,A55,normal,California,A55,0,0,34.579434,-118.116461,16
Palmdale,A28,normal,California,A28,0,0,34.579434,-118.116461,20
Palmdale,A1,normal,California,A1,0,0,34.579434,-118.116461,16
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,51
Palmdale,A36,normal,California,A36,0,0,34.579434,-118.116461,40
Palmdale,A9,normal,California,A9,0,1,34.579434,-118.116461,0
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,31
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,28
Palmdale,A13,normal,California,A13,0,1,34.579434,-118.116461,0
Palmdale,A36,normal,California,A36,0,0,34.579434,-118.116461,42
Palmdale,A5,normal,California,A5,0,1,34.579434,-118.116461,0
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,67
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,20
Palmdale,A13,normal,California,A13,0,0,34.579434,-118.116461,71
Palmdale,A90,normal,California,A90,0,0,34.579434,-118.116461,38
Palmdale,A13,normal,California,A13,0,1,34.579434,-118.116461,0
Palmdale,A36,normal,California,A36,0,0,34.579434,-118.116461,57
Palmdale,A28,normal,California,A28,0,0,34.579434,-118.116461,48
Palmdale,A86,normal,California,A86,0,0,34.579434,-118.116461,54
Palmdale,A28,normal,California,A28,0,0,34.579434,-118.116461,33
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,19
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,75
Palmdale,A78,normal,California,A78,0,1,34.579434,-118.116461,0
Palmdale,A90,normal,California,A90,0,0,34.579434,-118.116461,45
Palmdale,A90,normal,California,A90,0,0,34.579434,-118.116461,45
Palmdale,A28,normal,California,A28,0,0,34.579434,-118.116461,57
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,75
Palmdale,A63,normal,California,A63,0,1,34.579434,-118.116461,0
Palmdale,A59,normal,California,A59,0,0,34.579434,-118.116461,56
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,62
Palmdale,A59,normal,California,A59,0,0,34.579434,-118.116461,37
Palmdale,A78,normal,California,A78,0,1,34.579434,-118.116461,0
Palmdale,A36,normal,California,A36,0,0,34.579434,-118.116461,17
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,53
Palmdale,A13,normal,California,A13,0,0,34.579434,-118.116461,37
Palmdale,A59,normal,California,A59,0,0,34.579434,-118.116461,16
Palmdale,A5,normal,California,A5,0,0,34.579434,-118.116461,60
Palmdale,A97,normal,California,A97,0,0,34.579434,-118.116461,51
Palmdale,A1,normal,California,A1,0,0,34.579434,-118.116461,27
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,47
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,42
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,75
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,58
Palmdale,A5,normal,California,A5,0,1,34.579434,-118.116461,0
Palmdale,A78,normal,California,A78,0,0,34.579434,-118.116461,66
Palmdale,A24,normal,California,A24,0,0,34.579434,-118.116461,40
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,73
Palmdale,A59,normal,California,A59,0,1,34.579434,-118.116461,0
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,50
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,46
Palmdale,A1,normal,California,A1,0,1,34.579434,-118.116461,0
Palmdale,A9,normal,California,A9,0,0,34.579434,-118.116461,20
Palmdale,A78,normal,California,A78,0,0,34.579434,-118.116461,52
Palmdale,A28,unsafe following distance,California,A28,1,0,34.579434,-118.116461,54
Palmdale,A1,normal,California,A1,0,0,34.579434,-118.116461,23
Palmdale,A86,normal,California,A86,0,0,34.579434,-118.116461,55
Palmdale,A5,normal,California,A5,0,0,34.579434,-118.116461,37
Palmdale,A1,normal,California,A1,0,1,34.579434,-118.116461,0
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,55
Palmdale,A63,normal,California,A63,0,0,34.579434,-118.116461,58
Palmdale,A55,normal,California,A55,0,0,34.579434,-118.116461,21
Palmdale,A78,normal,California,A78,0,1,34.579434,-118.116461,0
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,23
Palmdale,A55,normal,California,A55,0,0,34.579434,-118.116461,40
Palmdale,A55,normal,California,A55,0,0,34.579434,-118.116461,31
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,28
Palmdale,A63,normal,California,A63,0,0,34.579434,-118.116461,16
Palmdale,A59,normal,California,A59,0,0,34.579434,-118.116461,69
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,66
Palmdale,A36,lane departure,California,A36,1,0,34.579434,-118.116461,48
Palmdale,A82,normal,California,A82,0,0,34.579434,-118.116461,32
Palmdale,A86,normal,California,A86,0,0,34.579434,-118.116461,25
Palmdale,A5,normal,California,A5,0,1,34.579434,-118.116461,0
Palmdale,A55,normal,California,A55,0,1,34.579434,-118.116461,0
Palmdale,A32,normal,California,A32,0,1,34.579434,-118.116461,0
Palmdale,A5,normal,California,A5,0,1,34.579434,-118.116461,0
Palmdale,A55,normal,California,A55,0,0,34.579434,-118.116461,22
Palmdale,A55,normal,California,A55,0,1,34.579434,-118.116461,0
Santa Monica,A59,normal,California,A59,0,0,34.019454,-118.491191,20
Santa Monica,A59,unsafe following distance,California,A59,1,0,34.019454,-118.491191,43
Santa Monica,A86,normal,California,A86,0,1,34.019454,-118.491191,0
Santa Monica,A5,normal,California,A5,0,0,34.019454,-118.491191,22
Santa Monica,A90,normal,California,A90,0,1,34.019454,-118.491191,0
Santa Monica,A86,normal,California,A86,0,0,34.019454,-118.491191,45
Santa Monica,A67,normal,California,A67,0,0,34.019454,-118.491191,75
Santa Monica,A63,normal,California,A63,0,0,34.019454,-118.491191,21
Santa Monica,A5,normal,California,A5,0,1,34.019454,-118.491191,0
Santa Monica,A55,normal,California,A55,0,0,34.019454,-118.491191,16
Santa Monica,A40,normal,California,A40,0,0,34.019454,-118.491191,40
Santa Monica,A51,normal,California,A51,0,0,34.019454,-118.491191,40
Santa Monica,A67,normal,California,A67,0,0,34.019454,-118.491191,46
Santa Monica,A32,normal,California,A32,0,0,34.019454,-118.491191,73
Santa Monica,A40,normal,California,A40,0,0,34.019454,-118.491191,45
Santa Monica,A36,normal,California,A36,0,0,34.019454,-118.491191,53
Santa Monica,A59,normal,California,A59,0,0,34.019454,-118.491191,17
Santa Monica,A13,normal,California,A13,0,0,34.019454,-118.491191,22
Santa Monica,A9,normal,California,A9,0,0,34.019454,-118.491191,46
Santa Monica,A36,normal,California,A36,0,0,34.019454,-118.491191,16
Santa Monica,A55,normal,California,A55,0,0,34.019454,-118.491191,37
Santa Monica,A9,normal,California,A9,0,0,34.019454,-118.491191,58
Santa Monica,A90,normal,California,A90,0,1,34.019454,-118.491191,0
Santa Monica,A9,normal,California,A9,0,0,34.019454,-118.491191,50
Santa Monica,A36,lane departure,California,A36,1,1,34.019454,-118.491191,0
Santa Monica,A55,normal,California,A55,0,0,34.019454,-118.491191,53
Santa Monica,A55,normal,California,A55,0,0,34.019454,-118.491191,25
Santa Monica,A82,normal,California,A82,0,1,34.019454,-118.491191,0
Santa Monica,A13,normal,California,A13,0,1,34.019454,-118.491191,0
Santa Monica,A40,normal,California,A40,0,0,34.019454,-118.491191,48
Santa Monica,A40,unsafe tail distance,California,A40,1,0,34.019454,-118.491191,46
Santa Monica,A86,normal,California,A86,0,0,34.019454,-118.491191,43
Santa Monica,A82,normal,California,A82,0,0,34.019454,-118.491191,50
Santa Monica,A9,normal,California,A9,0,0,34.019454,-118.491191,58
Santa Monica,A59,normal,California,A59,0,0,34.019454,-118.491191,28
Santa Monica,A51,normal,California,A51,0,0,34.019454,-118.491191,38
Santa Monica,A86,normal,California,A86,0,0,34.019454,-118.491191,58
Santa Monica,A90,normal,California,A90,0,0,34.019454,-118.491191,41
Santa Monica,A55,normal,California,A55,0,0,34.019454,-118.491191,60
Santa Monica,A63,normal,California,A63,0,1,34.019454,-118.491191,0
Santa Monica,A90,normal,California,A90,0,0,34.019454,-118.491191,65
Santa Monica,A36,normal,California,A36,0,0,34.019454,-118.491191,18
Santa Monica,A55,normal,California,A55,0,1,34.019454,-118.491191,0
Santa Monica,A13,normal,California,A13,0,0,34.019454,-118.491191,43
Santa Monica,A78,normal,California,A78,0,0,34.019454,-118.491191,45
Santa Monica,A90,normal,California,A90,0,0,34.019454,-118.491191,66
Santa Monica,A59,normal,California,A59,0,0,34.019454,-118.491191,50
Santa Monica,A40,normal,California,A40,0,0,34.019454,-118.491191,31
Santa Monica,A9,normal,California,A9,0,1,34.019454,-118.491191,0
Santa Monica,A67,normal,California,A67,0,1,34.019454,-118.491191,0
Santa Monica,A55,normal,California,A55,0,0,34.019454,-118.491191,43
Santa Monica,A86,normal,California,A86,0,0,34.019454,-118.491191,62
Santa Monica,A82,normal,California,A82,0,0,34.019454,-118.491191,22
Santa Monica,A67,normal,California,A67,0,0,34.019454,-118.491191,68
Santa Monica,A63,normal,California,A63,0,1,34.019454,-118.491191,0
Santa Monica,A63,normal,California,A63,0,0,34.019454,-118.491191,69
Santa Monica,A90,normal,California,A90,0,0,34.019454,-118.491191,57
Santa Monica,A13,normal,California,A13,0,0,34.019454,-118.491191,66
